index,MovieID,Title,Lifetime Gross,Year,Studio,Rating,Runtime,Budget,ReleaseDate,VoteAvg,VoteCount,FranchiseID
41,1042,Spider-Man: Homecoming,880166924,2017,Marvel Studios,PG-13,133.0,175000000.0,07-07-17,3.78,8709.0,105.0
42,1043,Thor: Ragnarok,853983879,2017,Marvel Studios,PG-13,131.0,180000000.0,10-25-17,3.91,13522.0,105.0
43,1044,Star Wars: Episode VIII - The Last Jedi,1332698830,2017,Lucasfilm,PG-13,152.0,317000000.0,12-15-17,3.31,6467.0,101.0
44,1045,Black Panther,1347597973,2018,Marvel Studios,PG-13,135.0,200000000.0,02-16-18,3.64,8454.0,105.0
45,1046,Avengers: Infinity War,2048359754,2018,Marvel Studios,PG-13,156.0,300000000.0,04-27-18,3.93,15145.0,105.0
46,1047,Solo: A Star Wars Story,392924807,2018,Lucasfilm,PG-13,135.0,275000000.0,05-25-18,3.31,3531.0,101.0
47,1048,Jurassic World: Fallen Kingdom,1310466296,2018,Universal Pictures,PG-13,129.0,170000000.0,06-22-18,2.94,1970.0,102.0
48,1049,Ant-Man and the Wasp,622674139,2018,Marvel Studios,PG-13,119.0,162000000.0,07-06-18,3.49,4481.0,105.0
49,1050,Captain Marvel,1128462972,2019,Marvel Studios,PG-13,124.0,160000000.0,03-08-19,3.29,3956.0,105.0
50,1051,Avengers: Endgame,2797501328,2019,Marvel Studios,PG-13,181.0,400000000.0,04-26-19,3.91,11841.0,105.0
51,1052,Spider-Man: Far from Home,1131927996,2019,Marvel Studios,PG-13,129.0,160000000.0,07-02-19,3.71,5288.0,105.0
52,1053,Star Wars: Episode IX - The Rise of Skywalker,1074149279,2019,Lucasfilm,PG-13,142.0,275000000.0,12-20-19,2.91,2780.0,101.0
53,1054,Black Widow,379751655,2021,Marvel Studios,PG-13,134.0,200000000.0,07-09-21,3.22,1309.0,105.0
54,1055,Shang-Chi and the Legend of the Ten Rings,432243292,2021,Marvel Studios,PG-13,132.0,200000000.0,09-03-21,3.52,1397.0,105.0
55,1056,Eternals,402064899,2021,Marvel Studios,PG-13,155.0,200000000.0,11-05-21,2.96,741.0,105.0
56,1057,Spider-Man: No Way Home,1915877753,2021,Marvel Studios,PG-13,148.0,200000000.0,12-17-21,3.85,2990.0,105.0
57,1058,Doctor Strange in the Multiverse of Madness,955775804,2022,Marvel Studios,PG-13,126.0,200000000.0,05-06-22,3.26,761.0,105.0
58,1059,Jurassic World Dominion,997782460,2022,Universal Pictures,PG-13,147.0,165000000.0,06-10-22,2.64,238.0,102.0
59,1060,Thor: Love and Thunder,758661016,2022,Marvel Studios,PG-13,119.0,250000000.0,07-08-22,3.15,397.0,105.0
60,MovieCastID,MovieID,ActorName,,,,,,,,,
61,1001,1001,Mark Hamill,,,,,,,,,
62,1002,1001,Harrison Ford,,,,,,,,,
63,1003,1001,Carrie Fisher,,,,,,,,,
64,1004,1001,Peter Cushing,,,,,,,,,
65,1005,1001,Alec Guinness,,,,,,,,,
66,1006,1002,Mark Hamill,,,,,,,,,
67,1007,1002,Harrison Ford,,,,,,,,,
68,1008,1002,Carrie Fisher,,,,,,,,,
69,1009,1002,Billy Deel Williams,,,,,,,,,
70,1010,1002,Anthony Daniels,,,,,,,,,
71,1011,1003,Mark Hamill,,,,,,,,,
72,1012,1003,Harrison Ford,,,,,,,,,
73,1013,1003,Carrie Fisher,,,,,,,,,
74,1014,1003,Billy Deel Williams,,,,,,,,,
75,1015,1003,Anthony Daniels,,,,,,,,,
76,1016,1004,Sam Neill,,,,,,,,,
77,1017,1004,Laura Dern,,,,,,,,,
78,1018,1004,Jeff Goldblum,,,,,,,,,
79,1019,1004,Richard Attenborough,,,,,,,,,
80,1020,1005,Jeff Goldblum,,,,,,,,,
81,1021,1005,Julianne Moore,,,,,,,,,
82,1022,1005,Pete Postlethwaite,,,,,,,,,
83,1023,1006,Liam Neeson,,,,,,,,,
84,1024,1006,Ewan McGregor,,,,,,,,,
85,1025,1006,Natalie Portman,,,,,,,,,
86,1026,1006,Jake Lloyd,,,,,,,,,
87,1027,1006,Ian McDiarmid,,,,,,,,,
88,1028,1007,Sam Neill,,,,,,,,,
89,1029,1007,William H. Macy,,,,,,,,,
90,1030,1007,Téa Leoni,,,,,,,,,
91,1031,1007,Alessandro Nivola,,,,,,,,,
92,1032,1008,Daniel Radcliffe,,,,,,,,,
93,1033,1008,Rupert Grint,,,,,,,,,
94,1034,1008,Emma Watson,,,,,,,,,
95,1035,1008,Richard Harris,,,,,,,,,
96,1036,1008,Tom Felton,,,,,,,,,
97,1037,1009,Elijah Wood,,,,,,,,,
98,1038,1009,Ian McKellen,,,,,,,,,
99,1039,1009,Viggo Mortensen,,,,,,,,,
100,1040,1009,Sean Astin,,,,,,,,,
101,1041,1009,Billy Boyd,,,,,,,,,
102,1042,1010,Hayden Christensen,,,,,,,,,
103,1043,1010,Ewan McGregor,,,,,,,,,
104,1044,1010,Natalie Portman,,,,,,,,,
105,1045,1010,Christopher Lee,,,,,,,,,
106,1046,1010,Samuel L. Jackson,,,,,,,,,
107,1047,1011,Daniel Radcliffe,,,,,,,,,
108,1048,1011,Rupert Grint,,,,,,,,,
109,1049,1011,Emma Watson,,,,,,,,,
110,1050,1011,Kenneth Branagh,,,,,,,,,
111,1051,1012,Elijah Wood,,,,,,,,,
112,1052,1012,Ian McKellen,,,,,,,,,
113,1053,1012,Liv Tyler,,,,,,,,,
114,1054,1012,Viggo Mortensen,,,,,,,,,
115,1055,1012,Andy Serkis,,,,,,,,,
116,1056,1013,Elijah Wood,,,,,,,,,
117,1057,1013,Ian McKellen,,,,,,,,,
118,1058,1013,Liv Tyler,,,,,,,,,
119,1059,1013,Viggo Mortensen,,,,,,,,,
120,1060,1013,Sean Astin,,,,,,,,,
121,1061,1014,Daniel Radcliffe,,,,,,,,,
122,1062,1014,Rupert Grint,,,,,,,,,
123,1063,1014,Emma Watson,,,,,,,,,
124,1064,1014,Robbie Coltrane,,,,,,,,,
125,1065,1014,Michael Gambon,,,,,,,,,
126,1066,1015,Hayden Christensen,,,,,,,,,
127,1067,1015,Ewan McGregor,,,,,,,,,
128,1068,1015,Natalie Portman,,,,,,,,,
129,1069,1015,Ian McDiarmid,,,,,,,,,
130,1070,1015,Samuel L. Jackson,,,,,,,,,
131,1071,1016,Daniel Radcliffe,,,,,,,,,
132,1072,1016,Rupert Grint,,,,,,,,,
133,1073,1016,Emma Watson,,,,,,,,,
134,1074,1016,Robbie Coltrane,,,,,,,,,
135,1075,1016,Ralph Fiennes,,,,,,,,,
136,1076,1017,Daniel Radcliffe,,,,,,,,,
137,1077,1017,Rupert Grint,,,,,,,,,
138,1078,1017,Emma Watson,,,,,,,,,
139,1079,1017,Helena Bonham Carter,,,,,,,,,
140,1080,1017,Robbie Coltrane,,,,,,,,,
141,1081,1018,Robert Downey Jr.,,,,,,,,,
142,1082,1018,Terrence Howard,,,,,,,,,
143,1083,1018,Jeff Bridges,,,,,,,,,
144,1084,1018,Gwyneth Paltrow,,,,,,,,,
145,1085,1019,Edward Norton,,,,,,,,,
146,1086,1019,Liv Tyler,,,,,,,,,
147,1087,1019,Tim Roth,,,,,,,,,
148,1088,1019,William Hurt,,,,,,,,,
149,1089,1020,Daniel Radcliffe,,,,,,,,,
150,1090,1020,Rupert Grint,,,,,,,,,
151,1091,1020,Emma Watson,,,,,,,,,
152,1092,1020,Helena Bonham Carter,,,,,,,,,
153,1093,1020,Jim Broadbent,,,,,,,,,
154,1094,1021,Robert Downey Jr.,,,,,,,,,
155,1095,1021,Gwyneth Paltrow,,,,,,,,,
156,1096,1021,Don Cheadle,,,,,,,,,
157,1097,1021,Scarlett Johansson,,,,,,,,,
158,1098,1021,Sam Rockwell,,,,,,,,,
159,1099,1022,Daniel Radcliffe,,,,,,,,,
160,1100,1022,Emma Watson,,,,,,,,,
161,1101,1022,Rupert Grint,,,,,,,,,
162,1102,1022,Helena Bonham Carter,,,,,,,,,
163,1103,1022,Robbie Coltrane,,,,,,,,,
164,1104,1023,Chris Hemsworth,,,,,,,,,
165,1105,1023,Natalie Portman,,,,,,,,,
166,1106,1023,Tom Hiddleston,,,,,,,,,
167,1107,1023,Anthony Hopkins,,,,,,,,,
168,1108,1023,Stellan Skarsgård,,,,,,,,,
169,1109,1024,Daniel Radcliffe,,,,,,,,,
170,1110,1024,Rupert Grint,,,,,,,,,
171,1111,1024,Emma Watson,,,,,,,,,
172,1112,1024,Ralph Fiennes,,,,,,,,,
173,1113,1024,Alan Rickman,,,,,,,,,
174,1114,1025,Chris Evans,,,,,,,,,
175,1115,1025,Tommy Lee Jones,,,,,,,,,
176,1116,1025,Hugo Weaving,,,,,,,,,
177,1117,1025,Hayley Atwell,,,,,,,,,
178,1118,1025,Sebastian Stan,,,,,,,,,
179,1119,1026,Robert Downey Jr.,,,,,,,,,
180,1120,1026,Chris Evans,,,,,,,,,
181,1121,1026,Mark Ruffalo,,,,,,,,,
182,1122,1026,Chris Hemsworth,,,,,,,,,
183,1123,1026,Scarlett Johansson,,,,,,,,,
184,1124,1027,Ian McKellen,,,,,,,,,
185,1125,1027,Martin Freeman,,,,,,,,,
186,1126,1027,Richard Armitage,,,,,,,,,
187,1127,1027,Ken Stott,,,,,,,,,
188,1128,1027,Graham McTavish,,,,,,,,,
189,1129,1028,Robert Downey Jr.,,,,,,,,,
190,1130,1028,Gwyneth Paltrow,,,,,,,,,
191,1131,1028,Don Cheadle,,,,,,,,,
192,1132,1028,Guy Pearce,,,,,,,,,
193,1133,1028,Rebecca Hall,,,,,,,,,
194,1134,1029,Chris Hemsworth,,,,,,,,,
195,1135,1029,Natalie Portman,,,,,,,,,
196,1136,1029,Tom Hiddleston,,,,,,,,,
197,1137,1029,Anthony Hopkins,,,,,,,,,
198,1138,1029,Christopher Eccleston,,,,,,,,,
199,1139,1030,Ian McKellen,,,,,,,,,
200,1140,1030,Martin Freeman,,,,,,,,,
201,1141,1030,Richard Armitage,,,,,,,,,
202,1142,1030,Benedict Cumberbatch,,,,,,,,,
203,1143,1030,Orlando Bloom,,,,,,,,,
204,1144,1031,Chris Evans,,,,,,,,,
205,1145,1031,Scarlett Johanssson,,,,,,,,,
206,1146,1031,Sebastian Stan,,,,,,,,,
207,1147,1031,Anthy Mackie,,,,,,,,,
208,1148,1031,Cobie Smulders,,,,,,,,,
209,1149,1032,Chris Pratt ,,,,,,,,,
210,1150,1032,Zoe Saldaña,,,,,,,,,
211,1151,1032,Dave Bautista,,,,,,,,,
212,1152,1032,Vin Diesel,,,,,,,,,
213,1153,1032,Bradley Cooper,,,,,,,,,
214,1154,1033,Ian McKellen,,,,,,,,,
215,1155,1033,Martin Freeman,,,,,,,,,
216,1156,1033,Richard Armitage,,,,,,,,,
217,1157,1033,Orlando Bloom,,,,,,,,,
218,1158,1033,Evangeline Lilly,,,,,,,,,
219,1159,1034,Robert Downey Jr.,,,,,,,,,
220,1160,1034,Chris Hemsworth,,,,,,,,,
221,1161,1034,Mark Ruffalo,,,,,,,,,
222,1162,1034,Chris Evans,,,,,,,,,
223,1163,1034,Scarlett Johansson,,,,,,,,,
224,1164,1035,Chris Pratt,,,,,,,,,
225,1165,1035,Bryce Dallas Howard,,,,,,,,,
226,1166,1035,Ty Simkins,,,,,,,,,
227,1167,1035,Nick Robinson,,,,,,,,,
228,1168,1035,Vincent D'Onofrio,,,,,,,,,
229,1169,1036,Paul Rudd,,,,,,,,,
230,1170,1036,Michael Douglas,,,,,,,,,
231,1171,1036,Evangeline Lilly,,,,,,,,,
232,1172,1037,Harrison Ford,,,,,,,,,
233,1173,1037,Mark Hamill,,,,,,,,,
234,1174,1037,Carrie Fisher,,,,,,,,,
235,1175,1037,Adam Driver,,,,,,,,,
236,1176,1037,Daisy Ridley,,,,,,,,,
237,1177,1038,Chris Evans,,,,,,,,,
238,1178,1038,Robert Downey Jr. ,,,,,,,,,
239,1179,1038,Scarlett Johansson,,,,,,,,,
240,1180,1038,Sebastian Stan,,,,,,,,,
241,1181,1038,Anthony Mackie,,,,,,,,,
242,1182,1039,Benedict Cumberbatch,,,,,,,,,
243,1183,1039,Chiwetel Ejiofor,,,,,,,,,
244,1184,1039,Rachel McAdams,,,,,,,,,
245,1185,1039,Benedict Wong,,,,,,,,,
246,1186,1039,Mads Mikkelsen,,,,,,,,,
247,1187,1040,Felicity Jones,,,,,,,,,
248,1188,1040,Diego Luna,,,,,,,,,
249,1189,1040,Alan Tudyk,,,,,,,,,
250,1190,1040,Donnie Yen,,,,,,,,,
251,1191,1040,Jiang Wen,,,,,,,,,
252,1192,1041,Chris Pratt,,,,,,,,,
253,1193,1041,Zoe Saldaña,,,,,,,,,
254,1194,1041,Dave Bautista,,,,,,,,,
255,1195,1041,Vin Diesel,,,,,,,,,
256,1196,1041,Bradley Cooper,,,,,,,,,
257,1197,1042,Tom Holland,,,,,,,,,
258,1198,1042,Michael Keaton,,,,,,,,,
259,1199,1042,Marisa Tomei,,,,,,,,,
260,1200,1042,Jacob Batalon,,,,,,,,,
261,1201,1042,Tony Revolori,,,,,,,,,
262,1202,1043,Chris Hemsworth,,,,,,,,,
263,1203,1043,Tom Hiddleston,,,,,,,,,
264,1204,1043,Cate Blanchett,,,,,,,,,
265,1205,1043,Tessa Thompson,,,,,,,,,
266,1206,1043,Jeff Goldblum,,,,,,,,,
267,1207,1044,Mark Hamill,,,,,,,,,
268,1208,1044,Carrie Fisher,,,,,,,,,
269,1209,1044,Adam Driver,,,,,,,,,
270,1210,1044,Daisy Ridley,,,,,,,,,
271,1211,1044,John Boyega,,,,,,,,,
272,1212,1045,Chadwick Boseman,,,,,,,,,
273,1213,1045,Michael B. Jordan,,,,,,,,,
274,1214,1045,Lupita Nyong'o,,,,,,,,,
275,1215,1045,Danai Gurira,,,,,,,,,
276,1216,1045,Martin Freeman,,,,,,,,,
277,1217,1046,Robert Downey Jr.,,,,,,,,,
278,1218,1046,Chris Hemsworth,,,,,,,,,
279,1219,1046,Mark Ruffalo,,,,,,,,,
280,1220,1046,Chris Evans,,,,,,,,,
281,1221,1046,Scarlett Johansson,,,,,,,,,
282,1222,1047,Aiden Ehrenreich,,,,,,,,,
283,1223,1047,Joonas Suotamo,,,,,,,,,
284,1224,1047,Woody Harrelson,,,,,,,,,
285,1225,1047,Emilia Clarke,,,,,,,,,
286,1226,1047,Donald Glover,,,,,,,,,
287,1227,1048,Chris Pratt,,,,,,,,,
288,1228,1048,Bryce Dallas Howard,,,,,,,,,
289,1229,1048,Rafe Spall,,,,,,,,,
290,1230,1048,Toby Jones,,,,,,,,,
291,1231,1048,Ted Levine,,,,,,,,,
292,1232,1049,Paul Rudd,,,,,,,,,
293,1233,1049,Evangeline Lilly,,,,,,,,,
294,1234,1049,Michael Peña,,,,,,,,,
295,1235,1049,Walton Goggins,,,,,,,,,
296,1236,1049,Bobby Cannavale,,,,,,,,,
297,1237,1050,Brie Larson,,,,,,,,,
298,1238,1050,Samuel L. Jackson,,,,,,,,,
299,1239,1050,Ben Mendelsohn,,,,,,,,,
300,1240,1050,Jude Law,,,,,,,,,
301,1241,1050,Annette Bening,,,,,,,,,
302,1242,1051,Robert Downey Jr.,,,,,,,,,
303,1243,1051,Chris Evans,,,,,,,,,
304,1244,1051,Mark Ruffalo,,,,,,,,,
305,1245,1051,Chris Hemsworth,,,,,,,,,
306,1246,1051,Scarlett Johansson,,,,,,,,,
307,1247,1052,Tom Holland,,,,,,,,,
308,1248,1052,Samuel L. Jackson,,,,,,,,,
309,1249,1052,Jake Gyllenhaal,,,,,,,,,
310,1250,1052,Marisa Tomei,,,,,,,,,
311,1251,1052,Jon Favreau,,,,,,,,,
312,1252,1053,Carrie Fisher,,,,,,,,,
313,1253,1053,Mark Hamill,,,,,,,,,
314,1254,1053,Daisy Ridley,,,,,,,,,
315,1255,1053,Adam Driver,,,,,,,,,
316,1256,1053,John Boyega,,,,,,,,,
317,1257,1054,Scarlett Johansson,,,,,,,,,
318,1258,1054,Florence Pugh,,,,,,,,,
319,1259,1054,Rachel Weisz,,,,,,,,,
320,1260,1054,David Harbour,,,,,,,,,
321,1261,1055,Simu Liu,,,,,,,,,
322,1262,1055,Tony Leung Chiu-wai,,,,,,,,,
323,1263,1055,Awkwafina,,,,,,,,,
324,1264,1055,Meng'er Zhang,,,,,,,,,
325,1265,1055,Fala Chen,,,,,,,,,
326,1266,1056,Gemma Chan,,,,,,,,,
327,1267,1056,Richard Madden,,,,,,,,,
328,1268,1056,Angelina Jolie,,,,,,,,,
329,1269,1056,Kumail Nanjiani,,,,,,,,,
330,1270,1056,Barry Keoghan,,,,,,,,,
331,1271,1057,Tom Holland,,,,,,,,,
332,1272,1057,Zendaya,,,,,,,,,
333,1273,1057,Benedict Cumberbatch,,,,,,,,,
334,1274,1057,Jacob Batalon,,,,,,,,,
335,1275,1057,Jon Favreau,,,,,,,,,
336,1276,1058,Benedict Cumberbatch,,,,,,,,,
337,1277,1058,Elizabeth Olson,,,,,,,,,
338,1278,1058,Chiwetel Ejiofor,,,,,,,,,
339,1279,1058,Benedict Wong,,,,,,,,,
340,1280,1058,Xochitl Gomez,,,,,,,,,
341,1281,1059,Chris Pratt,,,,,,,,,
342,1282,1059,Bryce Dallas Howard,,,,,,,,,
343,1283,1059,Laura Dern,,,,,,,,,
344,1284,1059,Jeff Goldblum,,,,,,,,,
345,1285,1059,Sam Neill,,,,,,,,,
346,1286,1060,Chris Hemsworth,,,,,,,,,
347,1287,1060,Natalie Portman,,,,,,,,,
348,1288,1060,Christian Bale,,,,,,,,,
349,1289,1060,Tessa Thompson,,,,,,,,,
350,1290,1060,Taika Waititi,,,,,,,,,
351,MovieDirectorID,DirectorName,MovieID,,,,,,,,,
352,101,George Lucas,1001,,,,,,,,,
353,102,Irvin Kershner,1002,,,,,,,,,
354,103,Richard Marquand,1003,,,,,,,,,
355,104,Steven Spielberg,1004,,,,,,,,,
356,105,Steven Spielberg,1005,,,,,,,,,
357,106,George Lucas,1006,,,,,,,,,
358,107,Joe Johnston,1007,,,,,,,,,
359,108,Chris Columbus,1008,,,,,,,,,
360,109,Peter Jackson,1009,,,,,,,,,
361,110,George Lucas,1010,,,,,,,,,
362,111,Chris Columbus,1011,,,,,,,,,
363,112,Peter Jackson,1012,,,,,,,,,
364,113,Peter Jackson,1013,,,,,,,,,
365,114,Alfonso Cuarón,1014,,,,,,,,,
366,115,George Lucas,1015,,,,,,,,,
367,116,Mike Newell,1016,,,,,,,,,
368,117,David Yates,1017,,,,,,,,,
369,118,Jon Favreau,1018,,,,,,,,,
370,119,Louis Leterrier,1019,,,,,,,,,
371,120,David Yates,1020,,,,,,,,,
372,121,Jon Favreau,1021,,,,,,,,,
373,122,David Yates,1022,,,,,,,,,
374,123,Kenneth Branagh,1023,,,,,,,,,
375,124,David Yates,1024,,,,,,,,,
376,125,Joe Johnston,1025,,,,,,,,,
377,126,Joss Whedon,1026,,,,,,,,,
378,127,Peter Jackson,1027,,,,,,,,,
379,128,Shane Black,1028,,,,,,,,,
380,129,Alan Taylor,1029,,,,,,,,,
381,130,Peter Jackson,1030,,,,,,,,,
382,131,Anthony Russo,1031,,,,,,,,,
383,132,Joe Russo,1031,,,,,,,,,
384,133,James Gunn,1032,,,,,,,,,
385,134,Peter Jackson,1033,,,,,,,,,
386,135,Joss Whedon,1034,,,,,,,,,
387,136,Colin Trevorrow,1035,,,,,,,,,
388,137,Peyton Reed,1036,,,,,,,,,
389,138,J. J. Abrams,1037,,,,,,,,,
390,139,Anthony Russo,1038,,,,,,,,,
391,140,Joe Russo,1038,,,,,,,,,
392,141,Scott Derrickson,1039,,,,,,,,,
393,142,Gareth Edwards,1040,,,,,,,,,
394,143,James Gunn,1041,,,,,,,,,
395,144,Jon Watts,1042,,,,,,,,,
396,145,Taika Waititi,1043,,,,,,,,,
397,146,Rian Johnson,1044,,,,,,,,,
398,147,Ryan Coogler,1045,,,,,,,,,
399,148,Anthony Russo,1046,,,,,,,,,
400,149,Joe Russo,1046,,,,,,,,,
401,150,Ron Howard,1047,,,,,,,,,
402,151,J. A. Bayona,1048,,,,,,,,,
403,152,Peyton Reed,1049,,,,,,,,,
404,153,Ryan Fleck,1050,,,,,,,,,
405,154,Anna Boden,1050,,,,,,,,,
406,155,Anthony Russo,1051,,,,,,,,,
407,156,Joe Russo,1051,,,,,,,,,
408,157,Jon Watts,1052,,,,,,,,,
409,158,J. J. Abrams,1053,,,,,,,,,
410,159,Cate Shorland,1054,,,,,,,,,
411,160,Destin Daniel Cretton,1055,,,,,,,,,
412,161,Chloé Zhao,1056,,,,,,,,,
413,162,Jon Watts,1057,,,,,,,,,
414,163,Sam Raimi,1058,,,,,,,,,
415,164,Colin Trevorrow,1059,,,,,,,,,
416,165,Taika Waititi,1060,,,,,,,,,
417,MovieGenreID,MovieID,Genre,,,,,,,,,
418,1001,1001,Action,,,,,,,,,
419,1002,1001,Adventure,,,,,,,,,
420,1003,1001,Sci-Fi,,,,,,,,,
421,1004,1002,Action,,,,,,,,,
422,1005,1002,Adventure,,,,,,,,,
423,1006,1002,Sci-Fi,,,,,,,,,
424,1007,1003,Action,,,,,,,,,
425,1008,1003,Adventure,,,,,,,,,
426,1009,1003,Sci-Fi,,,,,,,,,
427,1010,1004,Adventure,,,,,,,,,
428,1011,1004,Sci-Fi,,,,,,,,,
429,1012,1005,Adventure,,,,,,,,,
430,1013,1005,Sci-Fi,,,,,,,,,
431,1014,1005,Action,,,,,,,,,
432,1015,1006,Action,,,,,,,,,
433,1016,1006,Adventure,,,,,,,,,
434,1017,1006,Sci-Fi,,,,,,,,,
435,1018,1007,Action,,,,,,,,,
436,1019,1007,Adventure,,,,,,,,,
437,1020,1007,Sci-Fi,,,,,,,,,
438,1021,1007,Thriller,,,,,,,,,
439,1022,1008,Adventure,,,,,,,,,
440,1023,1008,Fantasy,,,,,,,,,
441,1024,1009,Adventure,,,,,,,,,
442,1025,1009,Fantasy,,,,,,,,,
443,1026,1009,Action,,,,,,,,,
444,1027,1010,Action,,,,,,,,,
445,1028,1010,Adventure,,,,,,,,,
